transaction_amount,merchant_category,time_since_last_transaction,distance_from_home,is_online,transaction_hour,day_of_week,card_age_days,avg_daily_transactions,amount_vs_avg_ratio,num_transactions_last_hour,is_international,merchant_risk_score,customer_age,account_balance,credit_limit_utilization,num_declined_last_month,velocity_score,target
18.49,8,13.79,11.1,0,5,3,1772,12.19,0.15,3,0,0.7935,53,2311.75,0.021,2,2.0705,0
112.51,8,10.82,4.9,0,7,4,698,1.86,3.1,3,0,0.323,59,929.75,0.8364,1,2.132,0
43.52,4,17.81,12.1,1,11,4,489,1.58,0.34,2,0,0.0533,72,8992.09,0.781,0,1.8029,0
57.08,7,14.56,0.9,0,0,0,610,13.71,0.48,3,0,0.5883,49,3897.13,0.482,2,2.5885,0
23.31,4,9.73,5.8,1,14,6,3134,12.87,0.15,3,0,0.8434,52,20426.66,0.1826,1,2.3329,0
27.12,2,7.57,54.7,0,18,0,3314,12.0,0.16,1,0,0.2145,61,8486.56,0.1821,0,0.8932,0
58.62,5,6.71,6.4,0,23,1,242,5.84,0.31,1,0,0.1807,45,11560.99,0.2736,0,1.2715,0
65.89,7,2.29,12.0,0,16,0,3522,11.48,0.69,0,0,0.7604,25,1366.3,0.5823,0,1.2603,0
22.2,1,13.6,22.2,0,12,6,3098,10.32,0.21,1,0,0.9133,23,3317.0,0.51,0,0.383,0
11.37,5,2.73,0.2,0,14,3,645,5.76,0.08,1,0,0.7525,49,5183.0,0.4513,0,1.3173,0
10.95,8,4.32,4.6,0,4,2,3560,7.58,0.07,1,1,0.1838,31,1178.83,0.2857,1,1.1303,0
21.77,5,5.1,5.1,1,9,2,2066,11.1,0.12,3,0,0.6386,52,2409.18,0.297,0,1.9454,0
15.52,9,8.33,2.2,1,21,1,760,9.77,0.09,4,0,0.7857,39,1610.4,0.2633,1,2.5293,0
45.4,7,4.58,17.2,0,17,0,1823,4.34,0.24,0,0,0.5775,55,8311.11,0.1098,0,0.3702,0
20.04,5,2.81,21.9,1,3,6,3400,13.45,0.11,0,1,0.7054,61,14821.26,0.3384,0,0.8689,0
11.74,6,0.96,24.1,1,4,3,2627,13.23,0.13,1,0,0.2753,42,1066.17,0.2156,0,3.9306,0
65.33,4,19.11,3.6,0,10,2,773,7.69,0.69,2,1,0.2593,36,3814.68,0.5457,0,1.9837,0
45.07,2,15.49,6.0,0,1,2,1648,0.52,0.36,3,0,0.2799,26,1256.0,0.1577,0,1.8073,0
100.01,3,8.44,49.5,0,11,4,2432,12.34,0.52,1,0,0.9778,35,3852.78,0.1967,0,0.5414,0
35.54,0,1.38,1.1,1,19,1,963,12.12,0.19,1,0,0.955,51,414.32,0.3692,0,2.2378,0
322.9,7,10.54,2.7,1,9,1,716,11.09,1.76,2,0,0.8143,51,1510.53,0.2649,1,0.9595,0
9.94,1,8.51,11.6,1,9,0,806,7.24,0.06,2,0,0.9161,45,6532.76,0.2901,1,1.7385,0
434.85,1,1.63,2.2,0,9,5,1858,9.02,9.06,2,0,0.8409,31,5230.0,0.279,0,2.9178,0
125.95,2,1.59,3.1,1,8,1,112,13.64,1.24,1,0,0.7667,43,917.22,0.3909,0,2.7233,0
49.95,7,7.42,36.0,1,13,6,3054,8.58,1.28,0,0,0.1545,18,19606.02,0.1937,0,0.8123,0
11.52,5,2.94,8.0,1,21,3,1586,13.22,0.06,0,0,0.8039,23,563.43,0.4832,0,1.6055,0
41.23,2,2.6,2.6,0,11,3,2448,12.73,0.22,0,0,0.8356,39,998.7,0.0901,1,1.0652,0
3.68,5,5.44,29.4,0,2,4,2678,11.13,0.09,2,0,0.429,40,3230.07,0.317,0,1.966,0
88.08,1,18.34,17.1,0,1,4,1202,10.91,2.06,1,1,0.6076,28,6548.96,0.1526,0,0.6009,0
185.34,0,6.14,10.3,0,0,5,3427,9.45,1.12,1,0,0.009,49,10692.53,0.2529,0,0.8008,0
9.36,9,2.9,16.3,0,10,3,1325,10.72,0.1,2,0,0.5069,51,6750.09,0.0628,0,2.5125,0
22.44,9,22.76,8.1,1,8,3,3415,2.63,0.18,1,1,0.7217,59,4076.31,0.6586,1,0.4999,0
7.02,6,1.77,12.4,0,11,1,3387,2.69,0.05,1,0,0.6489,27,744.8,0.2383,0,2.3384,0
19.68,3,14.34,19.9,1,21,0,1749,5.26,0.14,1,0,0.0676,50,13034.79,0.1748,0,0.7534,0
591.1,3,9.51,19.6,0,12,3,1814,1.75,4.07,1,1,0.5801,37,3060.11,0.1325,0,1.3652,0
42.71,7,8.59,25.5,1,8,4,3581,0.96,0.24,4,0,0.9191,43,15708.7,0.5715,1,3.0483,0
30.14,1,4.65,16.9,0,17,5,3075,5.66,0.95,3,0,0.5437,18,3501.72,0.0551,2,2.5882,0
792.79,9,0.31,0.4,1,4,0,505,5.85,5.59,0,0,0.872,62,3221.11,0.4658,1,7.2072,1
15.29,3,1.33,6.5,1,7,5,1374,10.91,0.14,2,0,0.9712,37,2711.93,0.2319,1,3.5124,0
54.29,7,7.87,3.2,0,0,6,2702,7.87,0.31,1,0,0.3918,50,7489.33,0.3775,3,1.6933,0
170.76,9,0.24,4.8,0,13,4,107,12.99,1.2,2,1,0.9732,18,2067.28,0.051,0,9.7914,0
8.62,0,25.25,0.7,0,9,6,2796,11.59,0.08,1,0,0.102,70,4910.59,0.5377,0,1.0446,0
35.17,8,10.06,2.6,1,10,5,3549,7.3,0.34,0,0,0.6785,40,2816.77,0.4116,0,0.1069,0
12.39,4,1.16,12.9,1,7,1,926,10.66,0.13,2,0,0.6652,63,2195.75,0.7127,1,3.5835,0
106.01,7,4.31,8.8,1,6,5,2661,7.04,0.85,1,0,0.3425,50,1038.12,0.2458,0,1.4181,1
14.66,2,0.18,8.4,0,14,0,624,1.61,0.07,0,0,0.6719,18,1642.48,0.1618,1,10.7788,0
7.6,2,2.75,7.5,0,8,3,1771,10.42,0.05,0,0,0.3618,62,16962.65,0.5951,0,1.4526,0
37.21,8,0.72,10.9,1,22,0,1447,1.31,1.37,3,1,0.2078,36,5610.0,0.4236,0,5.7359,1
17.28,1,13.28,0.6,0,0,2,3395,14.21,0.19,0,0,0.5298,67,2151.63,0.1135,0,-0.3666,0
19.76,2,12.52,12.2,0,4,1,93,1.29,0.24,3,0,0.2272,67,2624.89,0.2174,0,1.2657,0
564.09,6,0.82,22.8,1,22,0,2419,1.75,3.21,3,0,0.1415,18,3062.26,0.1309,1,5.3731,0
62.48,1,14.92,5.1,0,5,2,55,3.05,0.33,2,0,0.2453,36,2142.36,0.3246,0,1.4104,0
33.86,6,27.65,0.8,0,16,4,477,3.6,0.93,2,0,0.3533,61,6858.56,0.129,0,1.7879,0
32.13,0,4.08,19.4,1,5,6,3242,4.2,0.28,1,0,0.9867,52,6159.82,0.5288,2,1.5712,0
12.0,0,1.55,10.0,1,1,5,3156,12.23,0.26,0,0,0.432,32,4930.04,0.2183,0,1.9056,0
36.69,5,3.5,9.3,0,13,6,1206,4.43,0.36,0,0,0.9499,58,8221.24,0.6274,0,1.0219,0
15.42,1,1.6,4.9,0,5,6,3490,9.14,0.17,1,0,0.4475,43,2887.16,0.2199,1,2.4862,0
51.12,1,1.79,21.7,1,22,2,414,2.31,0.59,2,1,0.4093,49,14403.99,0.4743,0,2.4151,0
61.22,8,6.76,11.7,0,0,5,98,13.67,1.91,0,0,0.7005,37,4552.41,0.1573,0,0.0948,0
29.63,6,1.81,5.9,0,16,1,2691,1.59,0.22,2,0,0.5191,18,3403.6,0.3253,0,2.5986,0
18.94,2,16.04,13.4,0,11,3,1854,5.2,0.1,0,0,0.8323,49,623.9,0.292,1,0.1463,0
14.1,3,7.4,27.5,0,17,0,2072,13.58,0.12,1,0,0.5536,34,1474.31,0.2496,1,0.8256,0
28.6,6,3.35,7.5,1,6,6,3032,2.09,0.16,0,0,0.0966,50,1933.2,0.1945,0,0.9637,0
14.25,2,17.76,3.2,0,20,3,3377,13.34,0.19,1,0,0.3192,42,1853.37,0.1757,0,1.0893,0
10.45,6,18.84,6.6,0,0,0,3219,6.23,0.06,0,0,0.9481,18,3920.2,0.3949,0,0.0121,0
90.12,5,27.51,35.6,0,22,5,2136,4.49,1.61,0,0,0.1129,61,9661.66,0.2598,0,-0.2194,0
17.41,2,3.42,11.2,0,15,5,2371,13.06,0.1,3,0,0.7463,26,7277.09,0.4874,0,2.326,0
21.68,0,7.21,5.4,1,11,0,2978,13.6,0.19,1,0,0.3124,25,1197.28,0.1483,0,1.6833,0
31.35,7,6.28,11.9,1,13,6,1885,10.57,0.22,3,0,0.2909,57,9160.14,0.6116,1,2.0463,0
190.72,7,2.76,9.3,0,7,1,565,9.46,1.56,2,0,0.0318,35,2838.8,0.4244,1,2.3201,0
68.74,2,1.42,2.7,0,19,0,3267,3.07,0.51,1,1,0.9142,63,5808.54,0.3275,1,2.056,0
18.88,3,0.21,9.2,0,17,5,3149,14.91,0.1,0,0,0.1319,28,10879.61,0.0877,0,9.5821,0
98.67,7,12.21,46.9,0,16,1,2242,5.71,4.8,0,0,0.6728,24,1398.49,0.3039,0,0.2123,0
183.13,1,0.89,42.7,0,17,0,401,1.53,6.94,0,1,0.3691,53,475.87,0.2635,0,2.8635,0
101.89,4,36.74,15.1,1,3,5,2105,9.26,1.99,0,0,0.2258,59,3152.37,0.3693,2,-0.0808,0
22.58,5,6.46,11.4,0,6,5,750,6.79,0.12,1,0,0.5419,40,2582.53,0.1042,0,1.0337,0
36.44,9,1.14,14.6,0,18,4,472,6.87,0.28,1,0,0.5192,22,2690.16,0.4044,1,2.6409,0
106.62,5,9.37,3.4,1,22,3,895,11.8,0.55,1,0,0.6972,50,1538.47,0.3265,1,0.9073,0
6.05,9,10.07,4.0,0,12,4,1982,6.24,0.04,1,0,0.0828,48,3673.64,0.3256,0,1.1786,0
11.01,6,7.77,3.6,0,21,3,1333,14.11,0.07,1,1,0.053,53,3807.24,0.2957,1,1.0798,0
4.63,4,21.16,5.0,0,20,3,2182,13.13,0.03,1,0,0.0851,44,3099.02,0.1703,0,0.9398,0
488.63,3,15.83,3.8,1,7,0,52,10.11,8.15,2,0,0.6973,18,4699.07,0.2799,0,0.9854,0
128.19,5,5.68,47.3,0,9,2,88,9.52,2.53,1,0,0.3024,44,4409.88,0.2674,0,1.1538,0
37.85,5,5.46,24.1,0,15,2,3025,14.51,0.3,1,0,0.4895,52,2109.01,0.3743,0,1.7723,0
58.77,0,3.9,9.4,0,9,3,2941,8.39,0.34,0,0,0.4839,40,513.98,0.1568,0,0.8515,0
79.44,5,5.93,9.6,1,9,0,381,12.59,1.67,0,0,0.3902,27,6639.92,0.1861,0,0.576,0
251.18,8,3.17,48.6,0,2,5,806,14.4,2.85,1,0,0.1481,49,25645.46,0.2369,0,1.5119,0
44.27,3,5.08,58.2,0,3,6,1094,9.98,0.64,1,1,0.6319,61,1578.99,0.393,0,1.2302,0
108.55,8,6.88,15.7,0,0,3,1242,7.18,2.92,3,0,0.8818,76,1115.87,0.2649,0,2.2014,0
12.47,1,13.53,19.0,0,19,1,1266,6.58,0.07,0,0,0.511,49,1037.36,0.1255,0,0.4419,0
52.83,3,5.2,17.9,0,1,0,1695,0.87,0.54,1,0,0.653,43,2645.24,0.1925,0,1.1414,0
41.0,7,27.39,11.5,0,20,5,3380,1.18,0.24,0,0,0.453,20,1473.86,0.03,0,0.0706,0
10.63,0,7.48,43.0,0,16,2,2455,6.16,0.23,1,0,0.5442,67,3475.88,0.3933,1,1.0982,1
9.81,6,34.97,6.9,0,14,4,1574,1.91,0.09,2,0,0.6913,45,1178.79,0.1964,0,1.6278,0
35.83,4,8.32,5.6,1,7,1,3288,1.46,0.33,3,0,0.1756,18,3820.9,0.0466,0,2.2279,0
108.46,1,11.55,5.7,0,3,6,256,7.9,0.95,3,0,0.9143,52,1672.55,0.118,0,2.1084,0
51.55,8,11.57,12.2,1,1,1,3188,4.49,1.2,3,0,0.8496,48,1516.38,0.0592,0,2.0346,0
39.92,8,4.22,0.8,0,22,1,1733,9.29,0.34,1,0,0.6586,51,11051.21,0.1315,0,1.3629,0
29.42,6,0.14,5.9,0,18,6,1546,0.63,0.27,2,0,0.0425,34,3916.26,0.3608,0,13.868,0
111.86,8,4.47,6.5,0,4,5,2501,10.64,1.23,3,0,0.1963,47,2121.92,0.4729,0,2.1999,0
4.21,9,7.28,19.7,0,14,5,3359,13.22,0.03,0,0,0.9904,44,2441.44,0.2212,0,0.3266,0
132.51,3,3.03,4.3,0,20,1,2448,2.67,1.48,3,0,0.4783,23,633.2,0.1209,1,2.7786,0
4.6,6,19.86,49.1,0,22,2,934,5.37,0.03,2,0,0.773,31,9172.68,0.017,0,1.1084,0
103.63,8,7.26,0.9,0,20,5,498,4.13,3.05,1,0,0.5131,61,1214.29,0.4466,0,0.7681,0
10.07,2,4.0,5.3,1,10,4,2475,3.31,0.05,2,0,0.4341,54,2177.19,0.0548,1,1.3879,0
8.81,4,13.75,13.7,0,2,4,2893,2.9,0.09,0,0,0.8486,25,2039.71,0.1133,0,0.0684,0
12.35,9,0.51,11.5,0,23,3,1890,8.76,0.09,2,1,0.1217,37,985.3,0.3519,0,6.6596,0
6.83,2,23.99,0.4,1,14,2,2593,0.74,0.14,1,0,0.6915,44,3134.9,0.4827,0,0.6534,0
6.29,7,10.51,11.7,1,13,1,467,9.97,0.07,2,0,0.9586,29,1003.21,0.2111,1,1.3254,0
165.79,6,10.29,2.4,1,4,3,720,3.45,2.98,4,0,0.7663,67,57071.16,0.2353,0,2.5316,0
24.01,9,2.59,0.8,1,8,5,1364,14.43,0.28,1,0,0.747,41,8112.06,0.1781,0,2.3934,0
63.21,8,2.68,7.1,0,14,1,1963,5.08,0.58,3,0,0.6817,18,1581.57,0.1871,0,2.7485,0
92.93,8,0.85,6.9,1,3,1,2807,11.48,1.78,0,0,0.7524,50,1566.52,0.5339,0,3.3153,0
4.7,0,7.51,18.6,0,2,1,1072,13.4,0.07,3,0,0.3434,58,1378.1,0.3376,0,2.6304,0
16.18,4,0.09,9.9,0,16,3,2506,6.67,0.16,1,0,0.9101,44,3089.35,0.3157,0,16.9166,1
24.77,6,8.39,17.7,0,7,4,3529,10.21,0.22,1,0,0.0327,39,1429.73,0.3755,1,0.9482,0
29.59,0,2.8,8.0,0,10,4,3553,14.89,0.59,0,0,0.3218,47,1783.23,0.5222,1,0.8978,0
4.58,1,4.65,12.8,0,3,0,3620,1.43,0.11,3,0,0.578,52,11032.65,0.3102,1,2.4603,0
8.78,4,1.15,8.6,0,7,0,934,8.12,0.06,2,1,0.3856,41,180.94,0.4872,0,3.5283,0
1.86,7,3.42,0.6,1,23,2,1084,7.74,0.01,1,0,0.1189,44,3566.24,0.1158,0,1.4544,0
5.33,8,0.61,3.7,1,14,5,1521,9.6,0.07,5,1,0.6175,42,740.59,0.4186,0,7.1064,0
21.04,2,8.41,17.3,0,8,2,2873,7.23,0.19,1,0,0.5594,59,21583.68,0.2857,0,0.7379,0
77.4,1,5.16,11.1,1,11,4,1336,14.64,0.58,3,0,0.9758,57,4793.37,0.5465,0,2.4107,0
39.18,9,6.28,6.8,1,22,2,180,6.53,0.2,2,0,0.7731,44,1460.65,0.6053,1,2.0428,0
98.31,7,4.92,7.9,0,10,2,1354,6.05,0.81,1,0,0.7175,39,3766.19,0.0936,1,1.4683,0
25.62,5,4.61,3.7,0,14,2,1405,1.42,0.22,1,0,0.7626,48,15375.89,0.1575,0,1.3594,0
18.8,3,1.83,26.5,1,20,3,552,9.41,0.3,2,0,0.6562,35,2364.2,0.2512,1,2.7707,0
85.1,4,6.34,5.1,1,17,4,3262,6.34,0.51,3,0,0.3465,28,5092.88,0.2765,0,2.3059,0
248.12,5,14.46,3.7,0,23,0,2417,12.29,1.29,0,0,0.1601,39,2894.95,0.245,0,0.0037,0
3.25,8,6.89,13.3,0,6,4,1209,7.31,0.02,2,0,0.4338,31,1374.86,0.658,0,2.1472,0
20.07,1,5.28,37.9,1,18,4,2752,3.98,0.14,3,0,0.5541,50,162.78,0.2409,0,2.0764,0
120.78,0,4.79,78.4,0,11,4,494,2.17,1.05,2,0,0.1788,47,2705.46,0.3372,0,2.2042,0
65.15,5,5.78,16.2,0,9,1,3049,1.04,0.34,0,0,0.8132,44,4876.91,0.1988,0,0.4296,0
95.65,6,11.22,13.1,1,2,0,3358,8.02,0.8,2,1,0.3863,18,1752.14,0.0419,0,1.4609,0
6.94,1,1.79,5.1,0,0,6,1413,11.39,0.12,1,0,0.1907,63,4568.56,0.1081,0,2.3326,0
29.63,7,11.7,12.0,1,16,6,50,13.02,0.46,0,0,0.1827,34,5542.37,0.1517,0,-0.314,0
8.83,6,11.49,5.3,1,21,6,1780,3.54,0.06,2,0,0.926,18,3859.75,0.364,0,1.1153,0
20.32,3,4.46,18.8,0,1,4,2929,8.4,0.45,0,0,0.5306,51,294.29,0.3984,0,0.5646,0
79.78,4,4.32,9.5,1,15,2,2682,11.5,1.55,1,0,0.5811,54,2824.06,0.1681,0,1.0725,0
15.48,7,34.73,10.7,1,18,6,1416,8.35,0.1,4,0,0.5883,52,1092.33,0.1579,1,2.3853,0
56.3,6,11.02,3.3,1,8,0,266,14.97,0.4,0,0,0.6048,33,1333.74,0.0865,0,0.2906,0
2.32,4,12.93,1.8,0,9,0,1133,9.45,0.02,1,0,0.5204,29,1477.52,0.4543,1,1.1165,0
306.43,0,4.52,12.6,0,22,6,2588,12.74,2.08,1,0,0.0248,18,5065.52,0.2158,0,1.3391,0
13.55,0,15.42,6.2,1,14,3,2504,12.2,0.09,0,0,0.3578,30,33673.49,0.4798,1,-0.4192,0
7.39,4,9.17,12.0,0,21,4,1587,8.23,0.08,3,1,0.7609,55,28200.36,0.2645,0,1.2885,0
13.59,0,0.22,1.7,1,15,2,1784,4.97,0.14,3,0,0.0283,31,3103.69,0.3334,0,10.3549,0
39.67,8,1.56,2.4,0,18,2,3217,0.98,0.5,6,0,0.5179,45,7385.42,0.086,0,5.6752,0
10.88,4,7.7,65.3,1,12,6,34,9.77,0.16,2,0,0.7498,34,301.3,0.0385,0,1.5379,0
79.15,0,20.34,5.2,1,23,6,2081,12.33,0.42,1,0,0.9723,36,1243.72,0.2227,0,0.7991,0
29.69,7,8.86,1.2,0,23,6,1908,9.44,0.19,1,0,0.6265,27,518.64,0.181,0,0.6693,0
2.29,9,14.72,21.3,1,9,6,1396,9.17,0.01,0,0,0.1845,25,9374.5,0.4551,0,0.3073,0
26.36,1,4.77,33.7,1,7,6,1820,10.3,0.15,1,0,0.5302,39,2347.12,0.1777,0,1.5166,0
14.96,9,3.0,8.8,1,4,0,2385,11.54,0.11,3,0,0.9975,45,1908.16,0.3699,1,2.6799,0
5.39,4,14.21,7.0,0,4,6,1769,1.28,0.08,3,0,0.5554,53,1201.57,0.244,1,2.1587,0
32.42,8,1.06,13.1,1,4,6,1351,14.3,0.2,1,0,0.5467,30,1193.18,0.1744,1,2.8565,0
10.52,0,1.17,2.1,0,0,0,2485,12.78,0.12,1,0,0.7827,33,429.73,0.4506,0,2.8805,0
62.57,4,26.28,15.0,1,6,4,2454,1.64,0.37,2,0,0.6726,40,2309.72,0.1376,1,1.0161,0
2.03,3,1.21,22.5,0,9,3,2074,14.89,0.04,1,0,0.5573,51,1544.92,0.0916,1,3.1365,0
54.15,8,1.28,8.7,0,20,1,2175,13.12,0.33,2,0,0.5158,39,1767.1,0.2346,2,3.8418,1
103.64,2,1.69,13.5,0,9,3,833,10.66,0.59,3,0,0.5985,41,5586.24,0.6163,0,3.5466,0
12.52,5,11.85,12.3,1,4,4,251,10.9,0.07,3,0,0.2867,33,1500.13,0.179,0,1.3501,0
13.6,5,30.68,8.8,0,13,0,1292,2.57,0.09,1,0,0.702,43,30804.06,0.2014,0,0.8963,0
36.67,1,13.51,4.9,0,2,4,70,12.64,0.22,0,1,0.7329,46,263.26,0.1797,0,-0.0382,0
13.85,9,0.88,3.9,0,5,2,1516,5.64,0.07,0,0,0.8507,39,1469.38,0.1571,0,2.5714,0
107.79,2,9.54,3.6,0,3,1,1270,14.99,0.92,2,0,0.895,45,9732.08,0.3324,0,1.2416,0
65.01,9,0.25,38.4,0,21,1,1290,0.94,0.54,1,0,0.1385,38,368.03,0.4659,1,8.7539,0
75.22,0,9.6,11.5,0,14,3,308,10.01,0.5,1,0,0.8509,48,5593.11,0.5658,0,1.1632,0
290.65,2,3.77,34.3,1,4,5,1330,11.29,1.97,5,0,0.9619,34,3812.75,0.3826,2,3.5138,1
10.01,8,5.26,10.6,0,20,5,695,7.37,0.07,0,0,0.5734,33,2801.54,0.1787,0,0.6581,0
84.45,0,19.74,6.5,1,9,5,938,14.1,0.53,1,0,0.0241,51,8183.67,0.233,0,0.6129,0
351.47,0,9.05,10.4,0,3,6,3643,3.9,1.76,1,0,0.3452,18,1402.28,0.2808,0,1.0453,0
286.85,9,3.6,17.4,0,6,4,2485,14.14,2.16,2,0,0.5098,70,3564.73,0.6168,0,1.8873,0
91.85,0,15.91,18.3,1,6,6,184,12.88,1.13,1,1,0.6696,38,1234.19,0.3468,0,0.9798,0
41.58,8,2.84,6.3,1,12,0,1273,14.69,0.25,2,0,0.0609,40,1600.96,0.1083,0,2.634,0
112.14,4,0.19,8.2,0,5,4,2999,11.43,1.39,1,1,0.2734,47,5929.24,0.1354,0,11.1423,0
12.91,5,14.47,7.5,0,17,5,2559,9.32,0.08,0,0,0.8679,76,387.47,0.2132,0,0.3466,0
52.78,8,12.12,16.1,1,12,5,1219,4.64,0.27,3,0,0.4601,45,2061.03,0.3812,0,1.9694,0
30.84,8,0.58,1.3,1,1,5,2404,6.95,0.16,4,0,0.2782,44,970.63,0.1401,1,6.4366,1
17.06,0,14.04,9.5,1,15,5,410,14.38,0.11,2,0,0.0469,29,1033.08,0.2566,1,1.4315,0
8.72,0,3.83,0.6,0,9,0,1412,1.34,0.06,4,0,0.3265,53,1040.45,0.1789,2,3.0744,0
41.98,8,1.22,3.8,0,14,2,119,4.59,1.11,1,0,0.5248,18,2802.92,0.3222,1,2.7851,0
7.02,9,5.05,40.3,1,10,3,93,7.41,0.08,4,0,0.2939,24,7597.68,0.3646,0,2.8974,0
23.95,3,23.59,7.2,1,10,3,3075,12.77,0.38,0,0,0.4028,59,1212.91,0.4899,1,0.2554,0
5.04,4,2.79,12.0,1,16,3,156,4.68,0.1,0,0,0.6989,57,5041.72,0.0517,1,0.7995,0
16.22,3,41.33,9.5,0,9,5,1985,4.26,0.09,3,0,0.6738,59,987.22,0.6001,0,1.6282,0
5.2,0,8.89,11.2,0,4,0,3446,11.84,0.03,1,0,0.1414,62,4399.25,0.3523,0,0.7505,0
14.5,4,13.49,4.8,0,8,1,1784,10.2,0.08,2,0,0.307,44,1930.49,0.1361,0,1.1864,0
25.02,2,24.84,2.1,1,12,6,1131,6.45,0.51,1,0,0.646,43,2640.4,0.3956,1,0.619,0
17.86,6,14.68,20.9,0,11,1,2666,2.3,0.4,0,0,0.6683,33,7043.95,0.5298,0,0.1276,0
15.95,3,1.95,13.5,1,9,0,2115,11.84,0.1,2,0,0.1862,38,13878.17,0.1495,0,2.8899,0
8.4,7,3.35,22.3,1,21,2,735,13.5,0.27,2,0,0.3503,61,1480.25,0.3517,0,2.3068,0
86.25,1,5.72,1.8,0,7,5,359,1.96,0.97,2,0,0.1825,62,1953.07,0.3637,0,1.8478,0
7.51,1,16.59,13.8,0,6,1,2126,11.52,0.06,1,0,0.2266,36,1050.74,0.0928,0,0.2169,0
176.59,2,14.69,1.9,0,22,6,278,4.18,1.37,3,0,0.0464,30,1241.09,0.493,0,2.4285,0
23.75,5,0.03,4.4,0,9,2,3427,10.16,0.13,0,1,0.3665,49,4555.82,0.3609,0,22.9843,1
27.36,3,0.85,8.3,0,14,6,1050,12.57,0.31,3,0,0.1706,59,2204.14,0.0163,1,5.2109,0
94.58,5,3.31,6.5,1,2,0,1664,8.43,2.4,0,0,0.7862,56,702.8,0.1343,0,0.5646,0
124.65,8,2.5,8.3,0,3,3,956,2.47,1.3,2,1,0.3323,18,3747.11,0.3911,2,2.5249,0
64.02,9,2.8,30.4,1,0,4,2397,8.79,1.05,0,0,0.9174,36,2007.32,0.479,0,1.1102,0
5.57,8,2.53,4.4,0,18,2,3365,10.18,0.04,1,0,0.8917,41,1226.2,0.3845,0,1.2484,0
21.33,3,5.84,34.9,0,4,5,2408,7.1,0.19,0,0,0.285,38,2480.04,0.1146,0,0.8358,0
116.96,4,24.64,53.5,0,23,5,2039,6.88,1.43,0,0,0.556,32,919.68,0.4207,0,0.1751,0
4.28,0,6.0,8.7,0,7,3,531,1.51,0.02,0,0,0.2005,26,8770.05,0.3687,0,0.9956,0
28.37,8,19.39,0.4,1,12,2,895,14.66,0.15,2,0,0.7183,21,4316.41,0.3605,0,1.4351,0
48.69,7,16.61,3.9,0,5,0,975,3.24,0.25,3,0,0.7922,31,1708.67,0.1567,1,1.7248,0
4.26,5,2.28,38.3,1,23,3,2269,13.12,0.05,3,0,0.2479,49,6202.2,0.2837,0,3.3385,0
2.06,4,8.49,36.0,0,7,6,3418,10.55,0.02,2,0,0.1224,18,884.55,0.2771,0,1.9968,0
4.36,8,1.14,31.9,0,22,5,3487,0.83,0.06,3,1,0.9501,25,2958.18,0.3874,2,4.2692,0
284.74,7,0.01,44.2,0,5,6,2887,10.98,2.38,0,0,0.752,44,2754.76,0.2798,0,27.2057,1
19.17,9,4.18,7.2,0,17,0,1116,6.28,0.21,1,0,0.2711,26,1904.44,0.6042,2,1.4061,0
26.91,9,7.07,4.0,0,15,2,1491,4.63,0.18,1,0,0.3722,56,1474.17,0.5307,0,1.2495,0
16.87,5,2.77,0.5,0,19,5,3049,12.28,0.14,0,0,0.3428,49,11107.63,0.2518,0,1.3451,0
83.0,1,1.49,4.8,0,19,1,2658,6.97,2.09,1,0,0.4429,70,922.35,0.4975,0,2.2893,0
103.39,1,7.31,6.9,1,8,6,984,10.67,0.71,3,0,0.2792,20,2102.18,0.4167,0,2.2858,0
10.77,1,2.46,6.5,1,9,3,2530,4.22,0.08,3,0,0.1326,45,2473.57,0.6242,0,2.5164,0
147.58,8,1.62,26.4,0,3,1,1835,1.49,0.8,1,0,0.7742,43,4726.59,0.2765,1,1.6051,0
110.19,0,1.54,1.7,0,22,3,1914,10.09,1.03,1,1,0.6197,31,2653.16,0.448,0,2.458,0
46.67,2,3.6,5.7,0,16,3,661,3.38,0.33,1,0,0.8754,50,1391.96,0.5037,0,1.3142,0
244.16,7,0.34,5.1,0,4,1,572,14.15,3.36,1,0,0.9022,48,12599.38,0.0587,0,7.325,0
24.25,4,1.51,1.8,0,12,0,3502,9.44,0.22,3,0,0.2699,30,3355.84,0.4459,1,3.8652,0
76.94,8,3.5,9.3,1,22,1,1054,4.62,2.81,2,0,0.9324,27,2130.25,0.2338,0,2.0449,0
33.16,3,9.4,20.1,1,15,5,1454,12.31,0.24,0,0,0.1655,18,1823.02,0.1802,0,0.4466,0
18.21,7,0.6,13.8,1,5,0,2080,2.81,0.11,0,0,0.993,42,740.17,0.2815,0,4.3349,0
183.96,1,2.76,18.7,1,15,1,1192,2.41,5.78,4,0,0.0499,46,1891.28,0.3739,0,3.6869,0
40.39,5,7.06,4.4,0,10,5,242,2.99,0.3,2,1,0.652,31,6788.47,0.1802,0,1.9306,0
21.48,2,2.63,20.4,1,1,6,2387,14.3,0.12,0,0,0.2895,25,2882.51,0.3121,0,0.9345,0
20.84,8,2.59,5.3,0,5,4,206,1.07,0.13,0,0,0.7868,28,3555.22,0.2345,0,1.1255,0
4.0,8,2.48,16.6,1,8,5,2282,6.7,0.04,1,0,0.7718,36,9825.73,0.045,0,2.1155,0
60.98,7,3.19,16.8,0,9,1,2949,6.95,0.91,1,0,0.4831,29,1918.7,0.2124,0,1.6269,0
