gpa_first_semester,gpa_current,credit_hours_completed,credit_hours_attempted,course_withdrawal_count,financial_aid_amount,unmet_financial_need,is_first_generation,is_pell_eligible,campus_housing,extracurricular_count,advisor_meetings_per_semester,declared_major,distance_from_home_miles,age_at_enrollment,high_school_gpa,sat_score,num_absences_current_semester,part_time_work_hours,library_visits_per_month,target
1.93,2.38,38,39,1,6356.84,3403.69,1,1,1,2,2,1,35.6,19,3.31,1058,3,0.9,2,0
1.82,2.19,45,49,0,8169.47,1339.09,1,0,1,0,1,1,26.5,23,2.59,954,5,13.1,3,0
2.9,3.27,43,45,1,6231.64,3127.39,0,0,0,1,1,1,64.5,18,2.82,1189,6,8.3,5,0
2.07,2.67,43,46,1,1494.88,2652.96,0,0,1,0,5,0,181.1,23,3.21,1217,2,0.3,7,0
3.09,2.88,39,40,1,3967.82,32.04,0,1,1,2,2,1,47.0,20,3.28,1049,2,1.0,4,0
3.67,2.94,45,47,0,10521.07,3742.42,0,0,1,1,0,1,24.5,18,3.76,1236,5,9.2,8,0
2.44,2.87,42,45,1,65000.0,2418.94,0,1,0,4,1,1,29.2,17,2.81,936,2,7.2,5,0
3.78,3.46,45,46,1,1324.71,2919.91,0,0,0,0,2,0,15.8,22,2.87,1258,6,4.7,10,0
2.47,2.97,57,59,0,20388.24,444.0,0,0,0,0,1,1,461.5,17,3.85,1232,3,4.0,0,0
3.89,3.0,52,57,3,22301.17,214.84,0,0,0,2,3,1,64.2,22,3.52,1051,3,1.6,1,1
3.35,2.98,37,42,0,2044.99,394.96,1,0,0,0,0,1,11.7,17,3.29,716,3,6.4,4,0
3.15,3.48,40,47,0,65000.0,760.59,0,1,0,2,1,1,192.7,17,3.41,1044,4,2.2,3,0
3.66,3.36,39,40,2,7663.84,12300.92,1,0,0,3,1,1,64.5,20,3.15,1042,2,1.8,1,0
2.71,3.3,42,43,2,2355.54,276.42,0,1,1,4,2,0,53.1,21,3.86,1260,2,0.6,4,0
3.11,2.66,51,55,2,12120.95,2729.78,0,0,0,2,1,1,84.0,21,3.13,1001,3,1.6,2,1
3.06,2.67,55,57,2,9091.19,7840.33,1,1,0,0,1,1,8.5,18,3.03,1195,4,2.4,6,0
3.59,2.75,44,49,1,6627.6,1588.82,0,1,1,2,1,1,6.7,20,2.41,791,2,21.8,5,1
2.72,2.52,49,52,2,2820.63,6091.2,1,0,0,0,3,0,29.0,17,3.28,1012,3,2.8,2,1
2.75,3.06,46,49,1,22917.0,3296.92,1,1,0,5,1,1,249.4,17,2.83,1324,0,7.6,3,0
2.79,2.62,46,48,0,2180.95,630.04,0,0,1,1,0,1,5.5,18,3.49,1225,7,40.0,4,0
1.81,2.48,53,54,1,9209.44,4359.13,0,1,0,3,0,1,38.3,22,2.69,796,2,40.0,1,1
3.88,3.7,45,48,0,15433.88,4007.06,0,0,0,1,0,0,127.3,17,3.66,1306,2,0.6,6,0
2.03,1.71,56,61,1,6360.26,645.78,1,0,0,3,1,1,41.3,19,2.56,1376,3,3.7,4,0
2.46,2.66,46,47,1,2839.87,5145.34,0,1,0,2,1,0,111.2,18,3.47,1140,2,16.5,4,0
2.49,2.74,50,52,0,1886.29,2110.49,1,0,0,1,1,1,305.6,17,3.02,1090,5,9.5,7,0
3.93,3.03,49,51,1,7907.38,2053.07,0,0,1,1,0,1,21.2,20,3.07,1334,1,3.3,2,0
3.29,3.32,36,39,0,5990.49,2234.45,0,0,0,1,2,1,84.7,22,2.63,1115,2,8.4,3,0
2.38,3.13,44,45,0,22866.54,3959.16,0,0,1,2,0,1,45.0,19,2.95,1219,0,0.4,5,0
1.75,2.58,44,46,0,5618.46,6631.9,0,0,0,1,0,1,16.1,17,2.86,918,3,5.7,2,0
2.78,2.81,42,45,1,3628.78,365.62,1,1,0,2,0,1,90.0,22,2.29,800,3,6.3,3,0
2.36,2.37,42,45,3,15971.09,2556.34,0,0,1,1,1,1,19.2,17,3.48,1013,6,7.0,6,0
2.19,3.29,37,41,0,26113.56,1617.16,0,0,1,2,1,0,122.2,17,3.75,1251,0,23.1,6,0
2.36,2.46,49,52,3,5583.8,5115.77,0,1,0,1,0,1,219.6,19,3.36,997,3,15.5,7,0
2.15,2.34,42,47,3,8057.4,3938.31,0,1,0,0,2,0,26.4,17,3.45,1140,5,7.0,4,0
3.37,3.24,42,43,1,804.48,453.36,0,0,0,3,2,1,227.6,23,2.79,1032,2,11.2,2,0
3.22,3.44,45,49,0,716.93,4487.52,0,1,1,2,3,1,160.4,17,2.58,1043,3,17.7,2,0
2.38,2.78,38,41,0,6091.53,598.38,0,0,0,1,1,1,47.9,20,3.27,1020,0,1.4,5,0
3.57,2.75,40,40,2,5629.66,1503.09,0,0,0,1,0,1,26.7,17,3.01,993,2,5.7,4,1
2.84,3.11,47,49,2,5849.38,519.23,0,1,1,3,1,1,20.9,20,3.96,1382,4,29.6,2,0
1.63,2.24,44,46,2,3839.09,693.36,1,1,0,2,3,0,148.0,25,2.55,1249,2,0.7,5,0
2.86,3.11,43,44,2,3501.59,6024.53,1,1,1,3,2,1,18.5,20,3.5,1067,4,2.8,2,1
3.79,3.64,43,43,1,6606.15,2385.47,0,1,0,0,2,1,7.6,17,2.62,1319,6,5.4,6,0
4.0,4.0,41,43,0,4212.09,2638.2,0,0,0,1,2,0,26.7,20,2.94,938,4,20.6,5,0
1.96,2.61,41,47,0,14136.37,48.28,0,0,1,3,0,0,77.7,18,3.24,1143,3,0.2,2,0
3.62,2.55,37,40,2,12252.53,5271.33,0,0,0,2,0,0,44.7,21,3.24,1186,1,1.8,5,0
3.72,3.36,49,52,2,16266.99,6068.46,1,1,1,3,2,0,235.8,18,2.46,976,5,2.5,5,1
3.42,3.48,43,45,0,4527.09,2841.74,0,0,1,2,2,1,186.1,25,3.12,1003,3,0.7,1,0
2.48,2.51,42,42,1,10316.04,2465.58,1,1,0,2,2,1,36.1,21,2.72,1517,1,10.4,6,0
2.12,2.86,43,46,1,8516.77,2020.89,0,0,1,0,0,1,61.5,20,3.56,1197,3,6.9,7,0
3.34,3.26,44,46,2,20964.83,8853.04,0,1,1,2,0,0,5.0,18,3.65,1033,1,5.3,3,0
3.47,3.02,51,56,0,2579.02,130.28,0,0,0,4,0,1,136.1,17,2.91,1133,3,39.8,8,0
3.81,3.16,45,49,3,20903.33,75.55,0,0,0,2,1,1,44.8,17,2.33,1091,1,5.6,3,0
3.43,3.01,47,51,1,4611.83,625.16,0,1,0,2,0,0,113.2,17,3.14,1149,3,5.5,4,0
3.09,3.42,38,40,2,9825.65,6603.28,0,1,0,2,2,1,316.6,20,3.84,1210,3,4.3,5,0
1.55,1.69,45,47,2,31641.7,5093.27,1,0,0,2,2,1,19.8,17,3.15,941,4,0.7,7,0
2.52,2.69,46,48,1,1380.86,2584.23,1,0,0,2,1,1,50.5,20,2.38,979,4,9.3,3,0
1.6,2.08,36,37,2,22019.94,204.24,1,1,0,1,2,1,23.2,20,2.63,1050,1,8.0,2,0
2.57,3.05,45,49,0,6407.47,668.22,0,0,0,4,2,1,23.6,19,2.83,982,2,16.4,0,0
2.78,2.8,44,46,0,15059.84,5511.06,0,1,0,1,1,0,91.0,18,3.07,1140,2,16.1,6,0
3.17,3.14,42,45,1,35302.46,1679.01,0,1,0,3,1,1,5.0,17,3.36,1033,2,24.2,4,0
2.71,2.39,52,54,1,11450.13,7142.63,0,1,0,4,1,0,181.1,19,3.19,1137,5,2.2,0,1
3.7,3.21,51,53,0,15130.19,7.18,0,0,0,4,0,1,28.1,19,2.87,1152,3,1.0,7,0
4.0,3.03,42,42,0,822.54,1052.82,1,0,1,2,2,1,10.9,17,3.95,1099,7,0.1,1,0
2.46,2.67,44,47,1,5105.37,5426.58,0,1,1,1,0,1,56.2,19,3.74,1264,3,12.5,2,0
3.05,2.69,46,48,1,6416.96,300.12,0,0,1,0,3,1,5.4,24,3.26,916,5,3.8,4,0
3.49,3.68,46,52,0,7740.95,134.17,0,0,1,2,0,0,202.3,17,3.27,1006,3,15.9,3,0
4.0,3.38,40,42,1,6793.72,1959.2,1,1,1,4,1,0,72.4,18,2.74,939,2,9.9,2,0
3.63,3.23,41,45,0,4464.78,5094.83,1,0,1,2,2,1,59.3,17,3.4,1092,2,17.5,4,0
2.29,2.88,47,51,2,12611.92,3772.25,0,1,0,1,1,0,45.8,23,2.91,940,3,1.0,1,0
1.89,2.56,50,52,1,17920.65,1470.06,0,0,0,2,1,0,26.1,19,2.42,1522,4,7.0,5,0
3.13,2.69,37,41,1,2027.55,3104.44,1,0,1,0,3,0,394.3,18,3.83,1293,2,2.5,1,1
3.21,3.23,51,53,2,9980.92,2932.78,1,1,1,2,1,1,1644.1,17,3.71,1365,3,24.7,5,1
3.89,3.35,49,54,0,1582.37,199.16,0,1,1,2,2,1,420.3,19,3.52,1078,0,40.0,3,0
1.6,2.04,38,40,1,7610.82,30.93,0,0,0,1,0,1,152.5,21,2.96,1208,3,5.3,4,0
4.0,3.41,37,47,1,4203.0,6503.84,1,1,1,1,0,1,8.0,19,3.34,1067,1,0.4,6,1
2.56,3.04,44,47,0,18720.34,4647.19,1,1,1,1,2,1,43.7,18,3.22,1188,2,13.1,3,0
3.94,3.58,38,40,1,3502.97,1042.2,0,0,0,3,2,1,37.0,20,3.81,1048,4,0.5,5,0
1.87,2.48,40,40,1,2101.27,3000.54,0,1,1,0,0,0,144.3,19,2.57,1209,2,6.5,7,1
2.71,2.5,50,56,0,9296.26,905.41,0,1,1,1,1,0,27.4,20,2.22,984,2,26.2,5,0
3.71,3.4,38,42,0,15831.27,680.02,0,1,0,3,0,0,64.9,17,3.5,1141,6,10.6,6,0
2.51,2.72,61,68,1,4399.94,112.83,1,1,0,2,1,1,115.0,17,2.97,823,3,1.1,6,1
2.3,2.95,46,50,1,11238.33,2829.51,1,0,1,2,3,1,18.5,17,2.85,1134,3,11.9,7,0
1.5,1.85,35,37,2,3125.74,1643.36,1,0,1,1,4,1,91.7,21,2.69,1178,0,21.4,4,0
3.91,3.34,46,50,1,1609.08,540.86,0,0,1,2,3,1,24.8,17,2.96,1223,1,1.2,6,0
3.22,3.49,49,54,2,6256.3,2359.77,0,0,1,1,3,0,40.2,17,3.35,1249,4,0.6,7,1
3.64,3.08,41,46,3,65000.0,7139.27,0,1,0,2,2,0,94.4,18,3.5,1092,6,26.4,2,1
2.73,3.06,41,45,0,12263.4,731.63,1,1,0,0,0,0,88.9,17,3.3,1100,5,4.4,2,0
2.71,2.22,51,53,4,3634.11,7679.32,0,1,1,0,0,0,26.5,20,2.88,1158,1,3.6,5,1
3.62,3.62,50,51,1,6399.09,1194.59,0,0,0,1,1,1,51.2,21,3.07,1148,5,5.8,3,0
0.83,2.18,51,53,0,8910.66,2650.26,0,0,0,0,2,1,34.6,19,3.48,788,6,6.7,6,0
3.57,3.33,42,43,1,3968.38,4432.73,1,1,1,1,1,1,13.8,18,2.8,1239,4,2.4,3,0
1.53,1.96,65,66,0,15239.56,311.64,0,0,0,0,0,1,22.5,17,2.63,873,1,9.6,3,1
3.25,2.74,37,40,5,12497.55,1622.09,1,1,0,3,2,1,42.6,19,3.59,1035,1,6.0,5,1
3.9,3.12,39,43,0,65000.0,5009.44,0,1,0,0,0,1,20.4,19,3.08,1059,3,14.1,5,0
2.93,2.42,44,47,2,1675.47,3804.1,1,1,1,2,0,1,11.7,17,2.79,916,3,12.9,2,0
3.83,2.92,44,46,1,1127.11,1872.89,1,1,1,0,1,1,41.7,17,2.69,1122,5,8.8,4,1
2.94,3.42,50,55,1,13329.46,800.5,0,0,1,1,0,0,93.2,21,2.98,1008,4,7.4,1,0
1.63,2.35,48,52,1,1497.57,1000.53,0,0,0,2,1,0,180.7,17,2.51,1279,2,7.1,1,0
2.05,2.44,58,59,3,11919.48,907.6,1,0,0,3,0,1,109.7,22,3.1,893,6,13.9,1,0
4.0,3.34,58,61,1,4015.29,2077.71,1,1,1,2,2,1,249.6,19,4.0,1104,3,6.6,4,0
3.1,2.97,37,39,2,6358.13,1896.15,0,0,0,2,0,0,394.4,22,3.71,1333,2,0.0,2,1
1.63,1.95,45,47,1,18428.93,1144.55,0,1,1,4,1,1,420.8,17,3.93,1202,7,3.4,1,0
3.12,2.87,46,47,1,4919.05,138.99,1,1,1,2,1,1,19.6,22,4.0,1550,4,13.2,1,0
1.96,2.45,51,55,0,2128.94,3372.65,0,0,1,3,3,1,268.9,18,2.92,1094,2,1.7,3,0
2.66,2.68,56,59,2,17029.9,2097.89,1,1,0,1,2,0,14.9,17,3.99,1058,2,0.9,3,0
2.91,2.86,44,48,2,6053.28,336.15,1,0,1,1,2,0,44.6,25,3.22,1193,1,18.6,3,0
3.77,4.0,29,34,1,1779.31,68.64,0,0,1,1,1,0,19.8,17,3.18,941,1,0.8,7,0
2.76,2.64,52,55,1,9740.79,453.77,1,0,1,3,1,1,38.9,19,4.0,1313,1,15.4,5,0
2.91,2.91,37,43,0,50000.0,3539.94,0,0,1,1,1,0,308.4,18,2.88,1027,1,2.6,3,0
3.19,3.24,48,48,2,2104.97,5548.41,0,1,1,3,0,1,94.4,25,2.56,1096,4,8.3,4,0
2.14,2.08,56,60,1,3518.06,2859.95,1,1,1,0,2,1,252.1,23,3.98,958,2,12.3,3,0
3.59,3.71,45,48,3,20456.65,3573.23,0,1,1,3,1,0,14.3,19,2.83,1087,1,5.7,4,0
1.79,2.61,50,51,1,5178.26,2719.24,0,0,0,2,1,0,5.0,17,3.78,1300,4,10.0,6,0
4.0,3.09,49,53,1,4609.06,2133.15,0,0,0,4,1,1,19.2,21,3.38,1208,3,1.1,1,0
2.48,2.34,45,46,3,24609.72,2289.81,0,0,1,1,4,0,230.0,19,2.17,1126,4,2.8,6,1
2.49,2.49,50,56,1,19499.46,2919.63,0,0,0,0,0,0,20.2,17,2.37,978,4,9.1,2,1
2.41,2.95,50,54,3,4606.02,9349.81,1,1,1,3,4,0,122.5,19,3.15,1129,5,3.3,9,0
1.81,2.24,35,36,1,4141.26,3478.96,0,1,0,1,1,1,31.5,17,3.39,1333,3,7.9,2,0
2.04,2.6,49,53,0,8318.15,6799.56,0,1,1,1,2,0,71.8,24,3.54,1391,1,0.5,5,0
3.91,3.47,45,48,0,8335.46,2986.05,0,1,1,1,2,0,681.6,18,2.37,884,4,13.5,6,0
1.57,2.34,48,51,0,14689.24,14702.3,1,0,1,2,2,0,100.4,20,3.02,1168,2,21.4,3,0
1.34,1.83,51,55,2,11200.88,111.36,0,0,1,0,1,1,554.2,22,2.32,878,5,7.3,5,0
3.1,2.76,41,44,2,3284.27,2158.68,0,0,1,2,1,0,91.5,22,3.38,1087,2,5.2,5,0
2.76,2.57,35,37,0,35094.67,713.09,1,1,1,5,1,1,730.2,21,2.46,1249,3,9.5,6,0
3.88,3.63,37,40,0,2802.29,6509.57,1,1,0,1,1,1,15.9,17,3.76,1238,2,1.6,5,0
2.14,2.22,50,52,3,12753.59,879.41,1,1,0,2,0,0,16.8,19,3.27,1091,5,18.6,5,1
3.34,3.23,55,58,1,735.36,858.88,0,0,1,2,1,1,8.4,22,2.67,965,2,8.1,2,0
3.69,3.87,51,55,3,499.11,188.75,0,0,1,3,1,0,18.3,23,3.51,932,2,12.8,3,0
3.79,3.34,53,58,5,6984.88,349.12,0,0,0,0,1,1,53.4,22,4.0,1363,4,8.4,5,0
2.6,3.32,45,47,2,6331.41,6417.19,1,1,0,2,2,1,30.0,18,2.92,929,3,2.9,2,0
3.15,2.98,31,32,1,717.46,365.51,0,0,0,3,1,1,38.6,17,2.9,1261,3,24.8,3,0
2.28,2.86,56,56,0,8664.77,2897.35,0,1,1,2,1,0,22.9,17,3.54,1088,0,1.2,2,0
3.51,2.88,53,53,3,14403.33,1151.03,0,0,1,1,1,1,7.1,21,2.55,1082,1,4.8,2,0
1.45,2.63,42,44,1,6013.7,2823.38,0,1,1,1,2,0,24.7,19,3.14,779,0,3.0,5,0
2.18,2.66,48,53,0,4297.33,2498.14,0,1,1,1,3,0,311.8,18,2.38,844,3,5.5,8,1
3.33,3.23,48,53,0,3364.22,6298.4,0,1,1,2,2,1,62.1,21,2.78,1235,4,12.9,6,0
3.01,3.01,46,48,0,11234.11,549.16,0,1,0,2,0,1,54.6,18,2.62,1113,5,4.9,4,0
2.34,2.64,53,57,1,2084.37,6335.74,0,0,1,0,1,0,36.8,17,2.48,1133,2,0.6,2,1
2.86,3.43,50,53,1,10194.59,674.56,1,0,1,1,0,1,89.2,18,3.42,1015,3,13.8,2,0
2.51,2.59,53,56,2,4086.71,840.01,0,0,0,0,0,1,124.5,17,2.86,1116,0,1.7,0,0
3.71,3.3,57,58,2,36873.09,8229.72,0,1,0,1,0,1,22.2,17,2.96,924,4,16.2,5,0
2.94,3.6,54,57,3,1266.58,1518.23,0,0,0,3,1,1,93.3,21,2.4,1244,1,6.1,5,0
3.87,4.0,35,42,2,2661.74,2456.08,0,1,1,1,1,0,22.5,17,2.39,888,2,0.7,5,0
2.39,3.14,45,53,2,8499.42,1396.44,1,1,0,0,1,0,32.8,18,3.2,897,4,18.6,3,1
3.58,2.87,52,54,1,4664.67,2019.7,0,0,1,0,4,0,49.5,17,3.02,951,3,19.8,3,0
3.46,3.7,53,59,1,55422.88,829.46,1,1,1,0,0,0,28.1,17,3.48,1009,0,14.8,5,0
2.53,2.41,44,45,2,5452.59,1880.93,0,0,1,0,1,1,165.0,23,3.52,1068,1,1.2,5,1
2.09,2.64,41,49,0,2453.79,9073.46,0,0,0,0,1,1,93.6,24,2.43,1078,4,16.6,2,0
2.69,3.26,45,47,1,3381.96,7668.32,1,1,0,1,3,1,68.2,20,3.22,1027,2,26.5,4,0
2.99,3.56,51,57,0,5332.89,531.64,0,0,1,2,1,1,8.6,17,3.79,1107,3,3.6,2,0
4.0,3.25,54,55,1,36310.01,265.39,0,0,1,1,1,1,54.3,17,3.4,1107,4,4.7,2,1
2.01,2.14,43,47,2,22211.53,3846.11,0,0,0,1,4,1,172.3,21,2.64,1005,3,2.7,5,1
3.7,2.72,52,53,2,2483.73,1299.93,0,0,1,1,0,0,43.2,17,3.59,1022,8,1.0,2,1
3.71,3.22,56,59,0,6630.44,3389.01,0,0,1,4,1,1,98.4,21,4.0,1246,2,3.9,8,0
2.67,3.07,47,51,1,899.08,2392.25,0,1,0,0,0,1,16.7,18,2.99,1191,8,16.8,8,0
3.77,3.81,42,46,1,1480.28,6693.23,0,0,1,0,1,0,5.0,21,3.38,1171,3,7.7,4,0
1.54,1.98,43,47,2,5509.71,702.71,0,0,0,1,2,1,71.2,19,2.99,836,4,0.5,4,0
3.63,3.72,42,44,1,10394.97,2726.16,0,0,1,4,3,1,13.4,18,3.48,998,4,6.8,4,0
2.23,2.83,52,54,3,4886.02,5154.04,0,1,1,0,0,0,26.7,17,3.14,1026,3,6.0,3,0
2.38,2.86,55,58,0,27728.13,5748.29,1,0,0,1,2,1,38.0,21,3.65,1084,3,15.9,6,0
2.75,3.04,49,54,2,488.04,6683.48,0,0,0,2,2,1,11.1,17,3.6,1177,5,17.3,2,0
4.0,3.23,49,49,2,4640.32,3169.22,0,1,0,3,2,1,448.8,17,2.4,1113,6,1.8,6,0
3.16,2.87,41,46,2,5254.77,431.39,0,0,1,1,2,1,13.6,17,2.9,885,2,11.2,1,0
3.86,4.0,55,56,0,14270.3,227.2,0,0,1,3,0,1,17.5,25,3.21,1071,1,37.0,0,0
2.3,2.45,38,41,1,852.23,2338.75,0,1,1,3,1,1,5.0,17,3.09,1231,3,2.7,1,1
2.95,2.95,43,45,1,2318.33,1330.78,0,1,0,0,1,0,25.6,21,3.1,981,3,7.9,1,1
3.08,2.58,36,39,1,3150.66,1095.17,1,1,0,0,0,1,347.9,21,2.23,863,3,15.9,7,0
4.0,3.37,37,41,1,2649.13,1079.68,0,0,0,1,1,0,5.0,21,3.06,1096,4,5.1,3,0
2.91,2.94,39,41,1,3268.17,2263.26,0,0,0,0,2,1,25.9,17,2.78,928,5,1.6,4,0
2.77,2.57,44,46,0,11289.28,1009.84,0,0,1,5,4,1,78.1,17,3.99,1068,5,5.6,2,0
4.0,3.29,42,44,1,7426.48,7850.34,0,1,1,2,1,1,33.5,19,2.71,850,5,5.2,5,0
2.84,2.79,50,54,2,740.03,532.43,0,0,0,0,2,1,30.4,21,3.44,1406,1,3.6,7,0
2.89,3.4,47,51,0,21941.98,1380.66,0,0,0,1,0,1,16.2,17,2.54,1139,2,0.8,1,1
3.06,3.4,39,43,3,1647.37,1186.06,0,1,1,3,2,1,97.2,19,3.13,1257,4,3.2,7,1
2.72,2.23,30,34,2,4093.86,1408.48,0,1,1,0,1,1,17.4,23,3.1,1025,5,3.6,9,0
2.32,2.34,42,46,4,8726.92,3844.03,1,1,0,0,1,1,146.7,17,3.33,1166,2,3.6,4,0
2.94,2.88,40,43,1,11034.54,863.24,1,1,0,3,0,1,201.4,18,2.72,1144,4,15.8,0,1
2.17,2.36,45,48,0,8108.91,2795.94,0,0,0,0,3,1,10.2,17,2.7,1122,3,9.1,4,0
3.47,2.97,36,38,0,8882.78,1598.92,0,0,0,0,1,1,110.3,19,3.36,1057,2,8.3,2,0
2.73,2.79,39,41,1,2139.01,2555.28,0,0,0,0,2,1,60.5,22,3.19,1196,3,14.7,4,0
3.65,2.9,51,54,2,2557.23,4188.22,0,0,0,1,1,0,7.9,17,3.41,1512,5,16.6,2,0
2.47,2.77,41,44,2,1118.23,1615.76,0,0,0,0,2,0,65.3,19,1.82,943,5,1.2,3,1
3.83,2.8,52,55,2,1795.23,2831.54,0,0,0,2,1,0,9.3,17,3.92,1251,2,2.9,5,0
3.94,3.31,46,47,0,4728.81,5243.86,0,0,0,0,5,1,17.1,17,3.16,1202,2,14.5,6,0
2.67,2.96,51,56,1,4764.39,461.34,0,1,1,4,0,1,17.1,18,2.7,1314,0,1.0,4,0
2.29,1.99,45,47,2,2540.47,4875.37,0,0,1,0,1,0,74.4,26,3.41,1064,3,4.0,6,1
3.09,2.78,43,44,1,4342.36,379.24,0,1,1,2,0,1,29.2,22,4.0,1354,1,14.1,5,0
2.17,2.56,51,56,1,20014.42,370.49,0,0,1,1,3,1,71.4,17,2.91,1086,4,2.2,1,0
2.91,2.96,52,57,2,2182.52,1138.02,0,1,1,1,0,1,25.4,21,3.18,955,2,5.5,2,1
3.05,2.57,43,46,1,2041.04,3629.55,0,1,0,4,2,1,138.9,21,2.63,1196,0,4.1,0,0
3.11,2.5,33,34,1,54745.21,1775.69,0,1,0,0,1,0,86.7,23,3.23,971,5,7.1,1,1
2.82,2.9,37,44,1,8019.59,1248.45,0,1,1,1,0,1,981.2,24,3.61,1063,2,0.8,4,0
3.29,2.8,43,44,1,19921.38,5047.56,1,0,0,3,1,1,139.5,20,2.79,1052,1,11.1,4,0
3.01,2.92,40,40,2,6016.87,4995.09,0,0,1,2,1,1,17.5,22,3.43,1067,5,26.4,2,0
2.39,3.01,43,50,2,6490.38,2392.2,0,1,0,1,1,1,245.8,19,2.79,923,4,5.9,5,0
3.3,3.24,50,54,1,1913.95,2812.18,0,0,1,0,2,0,9.5,20,2.28,1081,3,3.0,4,1
3.59,3.07,46,48,2,4921.5,3423.8,0,0,0,3,0,1,25.1,21,2.86,861,2,10.4,5,0
2.47,2.76,44,45,0,11004.13,3092.08,0,0,1,0,2,0,19.1,18,3.73,1112,4,1.0,1,0
4.0,3.88,49,52,2,3077.53,1547.48,0,0,0,1,1,1,7.1,17,2.77,981,5,0.8,6,0
3.18,3.79,49,52,1,14584.52,628.66,0,0,0,2,2,1,147.3,17,4.0,1243,2,10.6,3,0
3.32,2.68,44,49,1,2337.62,2086.76,0,1,0,2,1,1,453.3,24,3.71,960,3,10.0,5,0
2.49,2.54,38,40,1,10247.44,7559.14,1,0,1,1,0,1,25.9,17,3.07,1156,4,0.2,3,0
2.69,2.36,46,51,1,1428.38,3822.22,0,0,1,4,1,0,56.2,22,3.46,1060,1,3.7,4,0
2.18,2.91,40,43,0,13712.95,5769.19,0,0,0,1,1,0,219.8,20,2.59,936,1,1.5,4,0
4.0,3.7,61,64,2,2330.67,4782.95,1,1,1,1,1,1,53.0,20,2.46,1005,4,0.4,2,0
1.89,2.0,43,45,0,3641.0,5020.25,1,0,0,1,2,1,61.1,18,3.15,1143,3,6.1,1,1
2.99,3.05,54,55,2,5486.43,667.67,1,1,0,3,2,0,136.5,17,3.77,1007,2,0.5,6,0
2.48,2.42,49,53,0,25684.63,7898.99,0,1,1,3,1,1,79.6,17,3.83,1075,3,0.8,5,1
3.93,3.6,52,54,2,6898.89,1879.06,1,0,0,2,0,1,65.3,17,2.95,1131,5,3.0,0,0
2.28,2.93,52,52,1,7108.73,5065.61,0,1,0,1,2,0,6.7,22,3.96,1137,2,5.3,5,0
2.19,2.39,40,41,0,9242.93,6574.16,0,1,1,3,1,1,92.6,19,3.54,1381,3,7.8,4,0
3.32,2.82,42,45,0,5672.87,1282.03,0,0,1,0,2,1,200.9,19,3.41,1189,7,13.6,2,0
3.42,3.46,37,40,3,4938.63,1320.09,0,0,1,0,1,1,20.9,23,3.37,1211,1,0.1,8,0
1.63,2.6,56,59,2,5639.02,7482.05,1,1,1,2,0,1,7.3,18,3.84,1052,3,13.3,6,1
3.06,2.3,43,44,1,3090.27,63.11,1,0,1,2,0,1,200.4,22,2.27,992,3,0.1,4,1
2.75,2.43,42,44,1,960.32,4035.51,0,0,1,0,3,1,10.0,17,3.23,926,1,3.9,4,0
2.8,2.91,48,50,2,11469.43,2533.53,0,0,1,2,2,1,20.6,17,3.51,1302,5,13.5,3,0
3.26,3.18,43,45,1,2284.74,1019.84,0,0,0,0,3,1,33.1,18,2.68,1019,1,1.0,6,0
3.44,2.62,50,53,0,4236.13,1261.91,0,0,0,1,2,0,67.7,19,3.66,1152,3,14.7,4,0
2.89,2.55,30,34,2,16314.85,1281.83,0,0,0,3,1,1,253.3,17,3.09,1265,4,0.6,2,0
3.2,3.5,33,34,3,10498.46,2846.12,1,1,0,1,2,0,946.1,19,2.76,1020,5,18.7,2,0
3.9,3.46,53,60,0,3316.31,935.69,0,1,0,0,2,1,21.2,17,3.81,1082,2,2.0,6,1
3.33,3.27,45,48,2,6989.87,705.34,1,0,1,3,0,0,50.2,17,2.59,1223,5,2.6,4,1
3.45,3.37,51,52,2,1019.22,2818.36,0,0,1,6,3,1,45.7,17,3.25,1032,4,5.3,8,0
3.14,3.27,56,59,1,5059.11,3807.87,0,0,0,1,1,1,38.0,20,3.29,1032,4,40.0,3,0
2.15,2.56,44,51,0,19448.97,243.07,1,1,0,1,1,1,112.3,19,4.0,1406,3,0.8,5,0
2.63,3.32,50,54,0,3864.24,1464.78,0,1,0,3,2,0,21.8,18,3.47,1254,3,1.5,6,0
2.51,2.6,44,47,1,5048.03,2231.87,0,1,1,1,0,1,71.8,19,3.1,964,4,0.6,4,0
2.61,3.28,53,58,1,11030.51,218.5,0,0,0,0,1,1,39.3,21,2.98,1101,4,1.7,6,0
3.16,2.85,55,57,1,1582.06,678.54,0,1,0,0,0,1,49.8,17,2.94,1343,2,0.8,7,0
1.74,2.22,54,57,1,6452.05,7709.51,0,0,1,0,1,1,49.3,20,2.99,1144,1,9.7,4,0
3.44,3.38,34,35,2,4527.33,45.92,0,0,1,2,1,1,499.6,24,3.58,922,3,2.0,5,0
2.49,2.76,50,51,0,1358.74,10554.35,0,1,0,1,2,1,129.5,25,3.89,881,2,4.9,4,0
2.8,2.82,44,48,0,5232.06,446.84,0,1,1,1,4,1,90.2,23,2.68,1265,2,2.4,4,0
2.69,3.07,41,44,0,4716.45,2510.81,0,0,0,1,0,1,5.0,19,3.48,1449,0,5.2,5,0
2.77,2.92,46,51,1,30361.42,482.0,1,1,1,1,3,0,58.1,17,3.67,1190,3,1.1,5,0
