years_at_company,monthly_salary,overtime_hours_per_week,num_projects,last_promotion_months_ago,satisfaction_score,manager_rating,department,commute_distance_miles,stock_option_level,training_hours_last_year,work_life_balance,relationship_with_manager,age,education_level,num_companies_worked,years_since_role_change,performance_rating,target
1.6,3666.48,3.9,4,18,7.9,3,5,12.9,0,47.1,5,2,33,2,3,0.1,3,0
1.3,6357.4,2.8,3,30,4.2,2,5,2.1,0,30.0,4,3,23,5,4,5.2,4,0
4.2,5578.22,2.5,4,21,5.7,4,3,24.2,3,30.9,4,1,31,4,5,1.8,5,1
10.2,14301.22,0.2,4,14,8.8,3,5,15.6,1,8.4,3,4,38,5,3,3.5,3,0
0.1,11361.29,1.1,2,2,7.8,2,2,14.3,0,18.0,1,4,33,4,0,16.0,3,1
6.7,13592.04,3.5,2,12,6.1,3,3,5.3,1,25.2,3,4,25,5,0,1.4,3,0
2.4,12532.32,5.2,4,4,8.0,5,6,5.7,0,29.3,3,2,48,4,7,0.7,3,0
8.1,8022.15,9.2,2,23,6.5,3,4,4.2,2,26.6,3,3,37,3,4,4.0,4,0
1.2,5158.52,6.5,3,92,6.8,2,3,3.9,3,28.9,3,3,30,2,2,5.3,4,0
6.1,7287.8,2.6,3,0,10.0,3,5,12.6,0,20.8,3,4,27,5,4,2.8,3,0
2.7,9189.31,3.6,6,9,2.6,5,0,5.4,3,3.2,3,4,32,2,2,2.8,4,0
7.5,8043.09,4.4,1,25,7.6,4,3,9.9,2,25.5,3,3,46,3,3,2.4,5,0
0.4,9635.69,8.2,5,12,8.1,2,6,23.9,0,17.8,3,5,48,4,4,6.8,3,0
0.2,13508.88,1.7,1,39,5.9,2,4,30.3,1,9.6,4,2,32,3,4,5.3,3,0
0.5,5224.76,1.9,1,72,6.6,5,3,21.3,1,14.7,3,5,47,4,1,1.6,3,0
3.0,8707.39,1.9,3,1,8.4,2,3,2.5,0,23.5,2,5,49,3,2,4.2,5,0
3.1,10699.3,0.1,2,15,9.0,2,3,3.3,0,31.9,1,1,32,3,1,7.0,4,0
4.9,5379.64,1.5,2,66,8.1,3,5,10.4,1,16.1,3,2,22,3,3,0.1,4,1
2.7,13694.25,0.4,2,12,7.3,4,2,3.0,0,12.4,3,4,46,5,3,1.0,3,0
2.4,3865.0,3.1,4,3,10.0,4,3,5.8,2,31.9,4,2,47,1,3,0.1,3,0
0.7,6110.54,12.4,5,47,7.1,2,5,6.1,0,5.9,1,3,30,4,3,3.7,3,1
3.7,7580.33,1.9,6,16,9.9,3,0,1.8,2,34.1,4,3,44,2,1,0.2,4,0
7.7,9218.42,4.4,1,29,5.8,5,2,9.1,0,34.6,3,4,39,3,8,0.6,4,0
1.8,16115.43,1.4,6,18,4.2,2,4,26.4,3,22.3,2,4,41,3,4,5.2,5,0
1.4,8459.88,17.2,4,18,10.0,2,5,2.4,2,15.1,2,3,39,4,3,12.3,4,0
2.2,5884.97,2.9,2,2,6.9,3,3,45.0,2,10.9,5,5,51,1,3,4.1,2,0
3.2,5785.97,5.0,2,0,6.1,3,6,3.7,1,12.1,3,1,56,2,4,1.2,4,0
1.0,14916.69,0.9,7,12,8.7,3,0,17.5,0,27.9,2,5,24,3,1,0.1,5,0
4.4,10652.3,0.6,4,31,7.3,3,4,10.5,0,7.4,2,4,41,2,2,1.3,2,0
2.9,4217.09,5.4,3,38,7.5,3,6,11.2,0,24.6,2,4,36,4,3,11.2,4,0
0.7,8758.74,2.4,9,1,5.2,4,3,1.0,0,34.4,3,4,34,4,1,2.8,3,0
0.4,14941.48,5.8,5,3,4.5,4,5,2.3,1,0.0,3,4,24,3,1,0.8,5,0
0.7,6244.19,0.1,6,17,6.1,4,4,15.0,0,19.9,5,4,21,2,1,7.1,2,0
3.7,5004.92,2.2,2,0,6.6,4,0,1.0,0,6.8,4,4,29,2,3,3.1,4,0
3.8,11887.28,1.7,3,19,6.3,3,6,4.4,1,2.7,3,4,31,3,3,0.3,4,0
1.7,6627.4,0.1,3,48,4.4,3,0,21.7,0,23.4,3,3,30,4,4,2.0,2,0
0.7,4139.1,4.7,5,15,10.0,4,4,3.4,1,28.3,2,4,32,3,3,2.1,4,1
4.0,9106.51,10.6,6,7,6.7,3,4,28.8,0,11.2,2,4,21,3,3,1.0,5,1
1.1,6089.12,4.6,5,28,9.0,4,1,1.6,2,16.1,5,4,53,3,4,2.3,3,0
5.5,5894.62,1.5,6,9,9.6,3,0,4.4,1,28.6,4,4,39,4,1,1.0,4,0
0.3,8049.72,2.0,2,15,5.5,1,3,69.1,0,4.9,3,2,24,3,0,1.4,4,0
11.9,8641.09,3.6,3,56,2.1,3,2,5.2,2,10.6,5,3,36,3,2,1.2,3,1
2.6,7861.81,3.6,3,48,6.1,3,5,24.1,2,8.0,4,4,41,3,2,11.8,3,0
1.2,9734.9,7.5,5,16,5.8,5,3,4.1,2,0.0,3,1,23,3,2,2.0,2,0
0.1,11396.14,1.0,2,16,6.5,4,6,24.4,0,0.3,4,3,29,4,0,5.3,3,0
2.3,7500.98,7.5,4,18,7.7,3,6,11.3,0,4.1,3,3,33,2,6,1.5,2,0
2.5,6199.95,0.7,7,7,7.3,5,3,6.7,0,0.0,4,2,21,4,4,2.0,3,0
9.5,10473.84,4.0,4,13,9.2,3,1,9.6,0,6.1,2,1,36,4,4,1.3,1,0
1.5,12108.76,8.5,4,39,6.8,3,4,11.2,0,24.5,5,5,33,3,3,3.1,4,0
2.7,16867.17,4.3,1,16,3.6,4,5,37.5,0,8.5,2,3,38,5,1,1.3,3,0
0.9,8924.76,13.0,3,8,7.5,3,3,17.0,0,0.0,3,1,26,3,2,2.6,4,0
12.1,14390.96,2.9,3,3,9.0,4,5,5.5,0,30.3,3,4,58,4,4,0.3,5,0
3.3,6355.11,5.5,2,21,10.0,4,4,5.6,2,36.3,4,3,35,2,6,1.8,4,0
2.7,6589.29,5.6,3,12,5.1,3,2,9.3,2,27.2,2,2,48,5,6,15.0,4,1
0.2,6584.47,1.5,4,7,4.7,5,1,9.5,3,39.2,3,3,26,3,3,3.5,4,1
15.2,5095.65,6.2,2,9,7.1,3,4,1.0,0,13.4,4,3,47,1,2,3.8,3,0
5.0,5288.22,3.5,2,25,7.1,5,0,2.9,1,41.7,5,2,37,3,1,2.0,5,0
0.5,5601.74,0.6,2,18,7.6,2,1,3.3,0,18.7,1,5,30,3,4,6.7,3,1
0.2,11389.2,8.7,2,11,10.0,4,0,13.0,1,41.2,4,3,29,2,3,18.8,4,0
0.9,7794.23,3.8,1,9,9.8,5,2,2.3,3,26.1,1,3,47,3,3,0.1,3,0
10.7,7451.86,8.5,2,4,8.1,4,5,1.0,2,33.2,3,3,35,1,0,0.8,4,0
0.4,6379.68,2.7,5,42,6.8,4,4,1.2,2,15.8,5,5,29,1,0,0.4,3,0
3.6,6907.72,8.7,7,10,9.9,5,3,12.8,3,0.0,3,2,35,2,2,2.2,4,0
8.6,6373.61,11.3,5,14,6.6,3,0,21.1,1,21.8,5,4,27,3,3,2.1,4,1
0.8,3295.5,2.3,4,3,3.0,5,1,2.5,1,27.0,3,5,36,3,6,1.7,4,1
0.5,10012.0,6.0,1,5,2.3,4,4,3.7,1,12.2,3,2,39,2,2,0.1,5,1
0.6,10541.33,0.2,7,3,8.5,5,2,42.5,2,29.1,3,4,40,4,2,3.6,3,0
0.9,9091.54,2.0,3,27,4.4,5,3,4.4,0,23.1,5,5,51,4,3,2.0,3,0
1.8,18764.42,10.9,6,31,9.8,3,1,8.0,0,0.0,4,3,29,4,2,0.4,2,0
2.3,15762.02,4.3,3,50,6.2,5,5,9.3,0,27.7,4,3,28,5,0,0.8,3,0
1.1,12914.24,1.5,3,8,5.4,5,1,16.3,0,8.0,3,4,39,2,6,5.0,3,0
0.6,6397.48,13.9,2,1,9.0,5,3,18.4,0,26.2,4,4,38,4,1,3.3,3,0
2.4,6834.57,2.6,4,19,8.1,1,2,1.0,1,30.0,3,2,28,2,1,12.1,3,0
1.8,3758.34,6.8,3,6,5.6,2,5,8.3,0,42.0,3,5,21,3,2,1.5,3,0
1.7,5624.76,1.6,1,22,2.5,2,6,12.0,2,32.6,3,4,21,3,1,3.0,3,1
8.0,8028.98,0.7,2,4,6.7,3,2,11.0,0,24.6,2,3,53,2,4,0.1,4,1
2.7,5336.62,0.4,5,77,9.1,4,4,24.8,2,22.5,3,1,33,4,3,3.4,4,0
15.3,6165.47,1.1,3,3,7.7,5,0,14.5,0,30.0,4,3,31,5,5,1.2,4,0
4.2,5514.65,4.3,7,17,3.6,1,6,19.2,3,24.0,1,3,48,4,2,2.6,4,0
2.6,4170.04,0.4,1,35,4.8,2,3,34.3,1,30.8,3,5,43,2,2,0.2,2,0
1.0,7530.57,1.7,2,31,5.7,3,2,7.0,2,0.0,3,4,52,3,2,1.2,3,0
1.6,11517.14,4.4,6,25,7.2,3,4,4.3,0,20.7,5,4,33,3,3,3.7,4,0
6.9,4796.12,1.4,1,13,7.2,2,2,31.0,3,24.5,5,2,23,1,2,0.0,4,0
16.2,6481.61,8.4,3,22,10.0,3,3,1.7,0,19.2,1,4,36,4,3,7.3,3,0
3.6,11588.15,2.5,3,3,9.8,2,1,1.0,2,5.3,3,3,47,2,1,7.8,3,0
6.6,6885.45,1.6,6,8,5.6,2,0,28.4,2,7.6,3,3,30,1,0,6.4,5,1
2.9,8639.23,4.6,3,26,6.4,2,4,37.1,0,21.8,4,4,53,2,1,0.1,4,0
4.9,10462.69,6.8,4,20,4.0,4,6,10.7,0,26.3,3,1,40,3,3,0.1,3,0
0.9,8828.25,1.7,2,6,8.6,1,4,7.8,0,26.8,5,5,34,2,8,3.1,4,0
2.1,12479.46,14.7,4,15,6.2,2,0,1.2,0,21.8,3,3,46,4,2,0.4,4,0
12.1,2900.0,3.3,1,0,5.8,4,0,7.8,1,19.5,3,3,64,2,3,7.0,5,1
5.1,7491.41,4.9,5,13,1.4,4,4,31.8,1,40.4,4,4,25,2,2,5.2,2,1
0.9,8641.95,13.4,2,14,6.1,4,2,47.8,1,0.0,1,2,25,3,1,1.9,4,0
0.7,22724.99,6.9,5,3,6.4,3,0,15.7,0,13.9,4,4,36,4,5,1.1,3,0
6.2,20115.5,2.9,2,1,10.0,4,4,4.0,1,26.4,2,3,30,2,5,7.3,3,1
1.7,9270.33,0.5,1,4,9.3,5,2,8.2,2,34.0,2,5,34,4,3,1.4,5,0
2.3,13378.4,1.4,1,8,5.8,4,3,10.6,2,13.9,2,3,42,5,3,0.8,2,0
0.8,8698.27,2.4,2,11,6.7,3,2,1.0,0,11.0,1,3,21,5,0,0.5,3,1
7.0,9335.13,1.3,3,20,6.1,2,4,6.3,1,19.3,4,1,36,3,2,0.9,4,1
7.5,7617.57,4.3,5,3,7.9,3,1,6.3,3,19.6,2,4,38,5,2,0.6,4,0
3.3,8831.63,6.1,4,24,7.5,3,2,3.6,0,10.4,3,3,55,4,2,1.0,2,0
0.5,5507.34,0.1,1,11,8.5,3,5,18.9,0,19.1,3,4,53,3,3,6.1,3,1
20.2,2900.0,4.3,4,1,3.2,3,5,2.8,2,5.6,3,3,42,2,3,6.7,4,0
0.2,10719.26,4.2,3,1,4.7,3,3,7.5,0,34.6,3,4,38,3,3,1.5,2,1
1.0,3340.93,0.0,4,18,9.4,3,6,28.6,3,7.4,2,4,44,3,3,3.4,4,0
7.9,13547.18,2.2,6,21,5.4,5,3,4.4,2,8.5,3,4,28,1,2,4.1,1,0
18.3,4062.62,10.8,2,1,7.3,5,5,2.8,2,26.7,5,1,30,2,1,2.7,4,0
0.7,6041.62,4.3,4,3,2.3,3,4,3.7,0,24.2,2,2,45,4,1,8.3,4,1
8.3,7592.68,12.6,3,0,8.3,4,5,8.2,1,21.1,2,3,37,2,4,1.1,4,0
2.7,20519.01,5.0,6,0,5.2,4,5,15.1,2,24.5,3,5,44,3,5,0.3,3,0
0.1,12290.29,0.1,1,13,8.7,3,6,5.1,0,6.4,4,5,51,2,3,1.7,4,0
4.1,7243.6,0.4,1,13,6.0,4,2,32.2,1,18.5,4,4,53,4,5,0.8,5,0
7.5,7178.66,4.0,2,5,5.4,3,0,11.0,0,0.0,4,5,36,3,6,1.6,2,0
0.1,6300.11,2.2,1,7,6.3,4,5,20.3,1,27.5,4,4,21,3,1,0.9,2,0
2.0,10395.0,2.3,4,31,6.5,3,4,3.8,0,38.8,5,3,31,4,7,2.1,2,0
1.7,4149.36,5.0,4,57,4.9,4,2,10.8,0,23.6,4,5,21,2,4,1.8,2,1
2.0,9347.37,6.4,4,15,5.0,3,6,22.1,1,24.6,4,3,21,1,4,1.4,4,0
0.5,15103.0,5.1,3,15,6.8,3,4,1.0,0,26.9,3,4,41,3,0,6.3,3,0
1.8,10621.09,0.1,4,9,6.5,5,4,20.0,0,26.7,5,3,25,3,1,5.7,2,0
2.1,4782.61,0.4,3,5,2.5,2,4,6.6,1,28.0,5,4,35,4,3,0.6,3,0
0.4,13649.98,0.0,1,5,4.1,4,6,2.3,0,17.4,1,3,39,3,3,1.1,3,0
16.5,8254.91,2.7,1,2,7.9,3,4,33.5,1,20.7,4,3,32,2,0,3.3,3,0
2.1,6328.78,9.3,2,19,6.4,3,2,6.7,1,36.5,3,3,21,2,1,3.2,3,1
3.5,7848.98,7.8,4,11,4.0,4,2,1.7,0,3.4,5,3,21,2,2,3.9,4,1
0.2,6683.22,1.7,1,2,4.3,5,4,17.8,1,26.9,3,4,45,2,6,0.9,4,0
2.6,7138.71,5.2,4,1,5.5,3,5,5.7,3,22.6,4,4,47,4,2,6.3,2,0
5.0,7110.48,2.3,2,24,4.0,3,3,1.0,0,10.3,4,4,22,3,6,3.7,4,1
2.1,5714.94,0.1,3,15,6.2,3,5,4.4,0,18.0,3,3,28,4,1,3.5,1,0
2.4,6064.34,1.4,1,8,2.0,4,5,4.7,1,3.6,4,3,36,2,1,0.2,2,0
0.1,6455.19,0.5,2,22,6.2,3,2,1.0,0,17.7,3,4,41,1,4,1.6,4,1
1.3,5025.92,0.5,2,6,8.5,4,4,11.5,0,47.6,3,3,26,5,2,1.6,3,0
3.7,12273.85,2.5,5,2,5.8,2,6,2.8,0,38.7,4,5,41,5,2,1.4,3,0
2.1,11000.68,3.4,5,9,4.0,5,5,14.8,2,11.5,2,2,42,3,1,5.0,4,0
3.0,9624.08,4.8,5,8,7.2,2,5,32.2,0,11.3,4,3,41,2,0,1.4,3,1
0.5,5530.55,3.5,2,4,5.9,3,6,27.9,2,37.7,3,4,34,3,3,3.3,3,1
0.9,5046.38,10.2,3,3,5.7,3,5,4.4,3,5.9,2,4,39,1,1,1.1,2,0
0.1,4261.75,0.4,1,55,5.3,4,5,10.1,2,16.1,4,4,31,3,0,1.1,4,1
3.4,9080.82,3.8,3,8,8.6,4,4,38.9,1,23.0,3,1,25,4,4,5.1,4,0
2.8,11166.37,1.3,4,5,8.2,2,4,3.3,1,4.5,1,3,46,3,1,1.0,4,0
0.2,6334.39,0.6,5,29,5.7,2,6,6.5,1,11.5,4,3,43,2,1,2.2,4,0
0.2,17672.4,1.8,5,1,7.3,1,2,9.9,0,19.6,2,3,27,2,2,9.1,5,0
0.1,14584.78,0.6,6,11,8.7,3,6,43.4,2,21.7,2,3,31,4,3,2.8,4,0
3.1,14114.28,3.5,3,5,4.9,4,1,13.1,1,18.2,2,4,30,4,2,5.6,4,0
3.7,6931.48,3.6,3,27,9.9,5,5,2.5,0,19.0,4,3,50,4,4,2.4,2,0
3.3,6475.24,2.2,7,10,6.8,4,6,33.1,2,0.0,3,5,24,1,2,6.0,5,1
23.3,9288.01,2.0,2,9,7.4,4,1,38.0,1,4.4,3,4,38,3,3,0.5,4,0
3.2,5995.48,0.8,2,36,4.8,4,3,3.3,0,15.7,5,2,47,4,3,8.5,3,0
0.5,4304.61,0.7,4,4,7.6,5,5,2.8,2,31.4,4,4,36,4,3,1.8,4,0
11.0,6651.58,0.8,3,2,5.3,3,1,3.4,1,19.6,5,5,31,3,1,0.7,3,0
4.8,18179.05,0.1,1,21,4.8,4,4,5.7,0,18.9,2,3,33,4,2,3.9,3,0
0.4,8417.19,4.4,4,57,9.2,3,3,15.8,1,31.2,3,4,44,4,3,6.9,4,0
2.1,4842.27,3.6,2,31,6.3,3,6,19.7,0,24.6,4,3,49,2,1,1.9,1,0
5.0,5322.38,1.4,4,1,8.3,1,0,41.3,1,24.9,3,2,48,2,3,8.1,2,0
2.4,8032.58,1.3,3,3,6.4,4,6,3.1,0,11.8,3,1,36,5,3,6.6,4,0
0.5,7654.97,2.6,9,8,6.5,5,1,3.3,2,16.4,2,2,50,3,3,5.8,4,0
8.4,4814.87,3.2,7,23,7.7,3,0,6.0,0,6.0,4,5,29,3,1,6.7,2,0
9.5,13263.4,7.4,4,10,6.7,5,0,14.0,0,14.9,4,4,31,3,2,6.8,2,0
2.6,12645.78,1.9,1,6,4.0,2,5,38.3,0,0.0,2,2,33,3,2,3.0,4,0
6.1,7391.99,6.9,5,38,8.0,5,5,9.7,0,39.8,4,3,26,3,3,1.6,1,0
18.8,7881.39,14.9,1,20,9.7,3,0,2.4,0,25.7,3,5,46,3,3,0.0,3,0
0.4,7101.62,0.5,2,7,8.4,3,0,24.9,1,1.0,3,4,26,4,4,1.1,2,0
16.7,7132.29,4.1,1,27,5.8,4,6,23.7,2,20.1,5,1,38,1,2,0.8,1,0
1.0,6375.09,0.5,6,29,6.7,4,5,3.9,0,26.9,2,4,55,1,2,0.4,3,0
1.4,12335.94,2.2,5,10,4.8,5,4,1.3,0,14.0,4,2,37,2,2,1.0,3,0
0.6,16155.11,0.7,2,12,6.8,3,2,1.0,2,0.0,3,5,46,1,5,2.0,3,0
0.9,6449.7,1.6,5,1,5.5,3,5,2.5,1,18.6,3,3,23,4,4,4.6,3,1
2.1,2900.0,5.4,5,42,7.2,3,3,1.7,0,28.7,4,1,46,2,1,3.7,3,1
0.1,6673.22,5.3,1,33,3.2,3,2,3.4,1,40.9,3,3,37,3,4,2.3,3,1
3.1,9951.8,2.4,7,11,7.6,4,2,8.6,1,37.7,5,4,37,4,0,0.6,3,0
2.5,12551.57,0.7,5,2,7.9,1,1,11.3,0,3.7,1,4,43,4,5,4.7,3,0
0.6,15209.6,9.0,2,4,4.5,3,4,8.0,1,19.2,3,4,30,2,3,0.0,3,0
4.6,7171.75,1.9,7,18,8.9,4,6,4.2,2,7.6,5,2,37,3,4,5.2,5,1
6.8,8992.79,0.0,7,45,6.7,3,3,11.1,0,18.9,4,4,22,5,2,0.0,3,0
10.4,17092.35,0.9,1,22,7.4,4,2,3.1,1,24.0,1,4,35,3,4,0.3,3,0
1.1,10906.23,1.7,8,34,3.9,4,6,18.2,0,19.9,4,3,39,3,5,1.6,1,1
0.5,4760.22,2.8,6,1,5.5,4,3,5.4,0,20.8,5,2,21,3,2,0.8,3,1
4.2,8231.67,11.1,5,0,6.9,3,0,2.9,0,25.9,3,3,41,4,4,0.2,2,0
6.9,7863.58,0.7,5,10,9.1,3,5,14.5,0,10.3,4,1,38,3,1,0.1,4,0
4.5,7913.87,5.9,4,1,9.4,3,1,2.7,0,30.9,4,5,40,2,0,0.4,4,1
11.8,11555.94,2.3,3,0,7.0,3,2,4.8,0,10.5,2,4,21,1,3,2.4,3,0
1.7,8924.48,0.8,5,18,5.4,4,0,7.3,2,2.9,4,5,37,3,3,0.5,3,0
0.4,10494.0,7.8,3,16,7.0,5,6,4.6,2,21.5,4,4,21,4,2,0.1,3,0
7.2,9967.89,2.9,4,6,4.9,4,1,6.1,0,10.5,4,4,21,4,4,0.9,5,0
0.9,24677.17,3.6,1,0,4.2,4,4,8.1,1,40.9,2,3,44,2,1,3.8,4,0
2.9,7561.37,0.7,4,14,8.1,5,2,3.2,0,6.8,2,4,26,3,4,1.0,3,0
0.7,6955.45,1.4,4,2,5.8,3,6,5.0,0,20.3,4,4,32,2,4,9.4,4,0
4.5,9262.7,2.5,3,3,5.5,4,6,8.8,1,16.4,3,3,37,3,1,0.9,4,0
11.6,13608.07,0.4,5,33,8.6,4,6,35.3,2,23.9,2,3,28,5,2,0.2,1,0
6.4,9154.66,0.2,2,9,8.4,2,3,2.0,1,2.7,3,5,21,2,2,2.3,5,0
3.6,10251.13,1.9,1,10,5.4,5,4,2.6,1,0.4,4,4,37,2,2,7.0,4,0
2.5,7368.89,8.3,5,6,6.4,4,3,16.6,1,21.7,3,5,22,3,2,1.7,3,0
2.2,8898.84,11.9,6,3,7.1,4,2,4.8,0,21.6,3,4,21,2,5,1.6,4,1
3.0,13978.31,1.4,2,16,7.6,4,2,6.1,0,0.0,1,1,27,5,1,1.1,4,0
4.8,8273.53,8.1,1,2,7.9,4,6,1.1,0,7.0,4,5,46,3,3,0.1,2,0
0.9,2769.88,2.3,5,33,5.2,3,5,4.5,3,21.3,5,4,44,1,4,4.3,4,0
2.8,20781.75,2.3,3,61,7.9,4,1,16.0,0,20.9,3,4,27,3,4,0.0,3,0
6.8,7250.98,1.7,2,5,6.1,4,1,15.0,3,16.0,2,3,42,2,0,2.5,3,0
0.5,13473.38,0.1,2,28,7.1,4,1,26.1,0,0.0,2,5,29,3,1,2.2,2,0
2.5,6453.17,1.8,3,28,5.3,5,4,3.0,1,14.5,4,2,36,3,1,2.1,4,0
3.2,7585.28,3.8,3,1,7.8,4,2,1.8,2,17.5,2,1,58,3,2,5.0,4,0
4.8,9376.97,2.8,5,15,8.4,2,2,18.2,0,31.2,3,2,51,3,2,4.2,3,0
15.1,8854.51,1.0,3,28,9.1,2,3,49.3,2,13.9,3,4,28,3,1,0.6,3,0
0.8,12195.5,9.2,6,6,10.0,4,6,2.3,1,16.2,4,4,30,2,2,0.9,3,0
1.1,13644.17,2.9,4,1,7.2,5,5,2.5,1,22.6,2,3,38,3,4,3.5,5,0
6.0,9857.86,8.5,1,20,8.3,3,4,2.7,2,25.1,4,4,34,4,5,7.0,4,0
5.3,14335.28,2.8,4,18,6.0,3,5,18.3,1,28.2,2,5,37,2,3,2.9,3,0
0.4,6338.37,0.2,1,0,5.0,5,1,4.1,0,0.0,3,4,27,5,1,2.8,3,0
0.4,15099.92,4.7,2,14,4.7,3,6,5.6,0,18.9,3,2,48,3,2,3.5,5,0
0.5,4263.68,0.7,1,14,4.2,3,5,7.3,3,33.4,4,5,21,5,0,2.1,2,0
0.4,15640.55,0.8,3,17,4.3,4,6,3.1,2,25.9,4,4,40,5,5,1.5,3,0
1.9,3609.05,7.0,2,1,6.7,3,5,39.7,0,0.0,4,4,24,2,1,0.1,4,0
18.3,22350.71,16.6,1,2,5.5,4,4,15.1,0,25.9,2,4,35,3,2,3.3,4,1
10.0,6872.53,25.9,3,7,4.0,4,5,7.1,0,4.6,4,3,43,2,4,0.1,4,0
1.1,12373.25,8.1,4,61,5.8,2,3,6.3,0,13.2,3,3,21,3,2,2.0,3,0
6.1,4660.67,5.4,6,21,6.4,3,0,1.6,0,16.8,3,2,41,2,3,1.4,3,0
2.1,7087.63,7.5,4,10,10.0,3,3,33.5,2,25.9,5,3,35,2,1,2.0,4,0
2.4,7113.83,3.8,5,7,6.7,5,5,3.5,2,16.6,4,5,46,3,4,2.4,3,0
2.3,5153.04,0.7,4,23,9.2,5,4,2.2,0,0.0,4,2,33,2,3,4.2,4,1
1.3,20024.79,0.5,5,45,7.4,4,2,1.0,2,15.9,5,1,31,5,2,1.5,4,0
6.9,6947.62,0.2,6,17,5.6,3,0,1.0,0,16.7,3,3,51,3,0,1.6,4,0
0.1,5485.31,14.5,2,35,8.7,3,1,30.8,2,46.2,4,1,23,4,2,1.9,5,1
1.5,6802.37,0.1,5,0,6.3,4,5,15.8,0,16.2,4,4,45,3,1,1.9,4,1
0.2,7402.76,5.7,1,0,6.4,3,5,2.4,2,23.3,4,4,36,1,2,1.0,2,0
7.7,24708.97,7.6,2,103,3.4,4,3,11.9,0,39.9,2,4,26,2,2,2.1,3,0
0.7,7728.73,1.9,1,0,6.1,4,4,2.2,0,17.1,3,4,41,3,1,0.4,4,0
3.1,7441.76,2.3,6,18,6.4,3,0,9.7,3,33.6,3,4,58,4,2,7.3,4,0
4.5,9263.27,7.1,2,19,5.7,1,3,2.1,0,21.3,1,3,21,4,6,2.2,2,1
2.5,7185.25,0.0,4,9,8.3,2,5,10.3,0,14.4,4,4,35,3,2,2.1,4,0
16.4,4777.79,6.1,3,4,5.5,2,3,9.3,1,24.0,3,4,41,3,3,0.2,4,0
0.2,14065.89,5.1,7,4,9.8,5,4,8.9,0,10.1,3,4,29,3,6,1.2,3,0
3.9,9196.25,0.2,5,2,4.1,3,1,12.2,0,26.2,1,1,38,2,1,3.1,5,1
7.4,4936.42,0.2,1,4,6.0,3,5,25.1,0,26.9,5,1,41,5,0,1.0,3,0
5.5,10420.79,1.0,4,8,6.6,4,5,3.9,0,2.0,4,2,41,2,3,2.6,3,0
1.2,8627.7,3.1,2,9,6.8,3,5,6.4,1,22.5,5,4,35,1,0,0.8,2,0
5.3,10497.77,1.3,4,3,7.0,3,3,10.6,0,4.7,3,4,45,1,1,9.8,1,1
3.1,6187.93,10.1,3,15,7.9,4,4,23.8,3,6.0,3,4,22,3,1,2.3,5,0
2.8,4208.06,16.5,4,14,9.0,3,2,16.2,0,15.8,3,4,41,3,2,1.0,3,0
6.3,12813.78,0.4,7,3,2.8,5,1,4.8,2,16.4,4,3,35,3,2,4.3,2,0
0.7,3300.0,2.4,2,1,7.9,3,2,1.4,1,0.0,5,2,62,4,0,4.2,1,0
1.1,20413.03,11.7,3,19,4.8,3,0,1.0,1,18.6,2,3,21,2,1,4.3,3,0
7.9,4460.6,0.5,6,0,7.7,3,4,10.0,0,36.4,2,3,23,2,1,0.4,3,1
4.1,8764.1,23.0,3,47,6.0,5,0,31.9,0,32.6,5,4,31,4,3,0.4,4,1
0.8,5988.9,1.3,3,16,3.7,5,5,7.5,0,11.2,1,2,21,3,3,1.1,2,0
5.3,5170.54,0.8,3,9,9.4,4,6,22.8,1,21.8,4,4,38,1,2,0.9,2,0
2.8,13231.47,21.9,3,7,6.2,4,2,9.5,0,13.9,3,3,42,2,0,0.1,3,0
5.6,10041.82,12.1,1,10,8.7,2,6,4.3,0,28.1,2,3,22,4,3,0.5,4,0
1.6,3711.54,0.3,4,15,8.2,4,2,14.5,0,19.7,1,4,40,2,1,3.3,4,0
5.9,14058.72,8.5,5,6,2.1,5,6,27.6,3,18.9,3,3,51,4,1,0.9,5,0
5.6,11119.73,0.6,2,0,7.6,4,6,11.2,1,23.4,4,4,28,4,3,3.3,4,0
0.6,5208.77,3.0,2,12,5.9,4,2,4.0,0,33.0,3,2,39,3,3,0.2,3,0
3.0,5624.91,2.5,4,4,7.5,3,0,31.0,1,23.0,2,2,21,1,5,2.3,4,0
5.5,11853.45,7.6,6,60,2.2,3,3,1.0,1,32.0,1,5,44,5,3,0.1,3,1
0.5,9118.72,0.1,1,1,5.8,4,2,26.0,0,22.1,2,1,53,3,5,3.8,2,0
0.1,5297.37,7.9,3,6,9.0,4,3,7.8,1,0.0,4,1,33,2,1,4.7,4,0
0.2,5242.17,2.1,3,1,5.4,3,1,1.6,2,46.6,4,2,46,2,6,3.2,5,0
0.8,10218.77,0.9,3,10,2.2,3,4,5.7,0,19.6,4,3,29,5,3,1.6,5,1
8.7,24656.22,3.9,3,10,4.5,2,6,3.2,2,35.2,5,1,36,2,1,9.7,3,0
1.7,10518.07,8.5,3,14,5.4,2,6,6.9,1,17.5,4,3,44,3,1,3.5,4,0
9.5,7317.22,4.4,4,15,2.6,4,5,18.1,1,35.7,3,4,45,2,1,0.2,3,0
1.4,11579.97,1.1,3,24,8.0,2,5,5.0,2,25.0,4,4,21,4,3,1.5,3,0
3.1,12189.8,2.2,3,41,5.3,5,6,11.5,0,19.1,3,1,34,3,2,2.7,5,0
